25399|PHED|040A|01|Wellness Seminar- Spring I|0||20|Holland, Alice|Phys Educ|TR|7:00pm - 8:15pm|MABOX|$|1 PE unit- Spring I; 01/17-03/3, 2017.|
22814|PHED|042A|01|Bow ling- Spring I|0||10|Wagner, Eric|Phys Educ|TR|9:55am - 11:10am|OFFCAM|$|1 PE unit- Spring I; 01/17-03/3, 2017. Meets off campus.|
24598|PHED|043B|01|Pilates- Spring II|0||20|Chw astyk, Harleigh|Phys Educ|MW|1:15pm - 2:30pm|MABOX|$|1 PE unit- Spring II; 03/13-04/28, 2017.|
25003|PHED|045B|01|Yoga- Spring II|0||10|Kosmalski, Landry|Phys Educ|TR|9:55am - 11:10am|TARBLE GYM|$|1 PE unit- Spring II; 03/13-04/28, 2017.|
24127|PHED|048B|01|Walk, Jog, Run- Spring II|0||20|Anckaitis, Todd|Phys Educ|MWF|11:30am - 12:20pm|FIELDH EAST|$|1 PE unit- Spring II; 03/13-04/28, 2017.|
25126|PHED|060C|01|SAG: Quidditch|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24129|PHED|061C|01|SAG: Aikido|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24211|PHED|062C|01|SAG: Capoeira|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24212|PHED|063C|01|SAG: Folk Dance|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
25124|PHED|064C|01|SAG: Squash (Winter Only)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24213|PHED|065C|01|SAG: Sw ing Dance|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24214|PHED|066C|01|SAG: Tango|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
25562|PHED|068C|01|SAG: Aerobics|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24219|PHED|071CS|01|CS: Fencing|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24220|PHED|072CS|01|CS: Rugby (Men)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24221|PHED|073CS|01|CS: Rugby (Women)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24217|PHED|074CS|01|CS: Ultimate Frisbee (Men)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24218|PHED|075CS|01|CS: Ultimate Frisbee (Women)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24216|PHED|076CS|01|Badminton (Men) (Winter Only)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
24222|PHED|077CS|01|Volleyball (Men) (Spring Only)|0||0|STAFF|Phys Educ||||$|Not in pre-enrollment. Student run activity.|
23905|PHED|084V|01|Badminton (Women)|0||0|STAFF|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
23906|PHED|085V|01|Basketball (Men)|0||0|Kosmalski, Landry|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
23907|PHED|086V|01|Basketball (Women)|0||0|DeVarney, Renee|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
23908|PHED|087V|01|Indoor Track &amp; Field (Men)|0||0|Carroll, Peter|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
23909|PHED|088V|01|Indoor Track &amp; Field (Women)|0||0|Carroll, Peter|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
23910|PHED|089V|01|Sw imming (Men)|0||0|Colby, Karin|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
23911|PHED|090V|01|Sw imming (Women)|0||0|Colby, Karin|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24202|PHED|091V|01|Baseball|0||0|Midkiff, Matthew|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24203|PHED|092V|01|Golf|0||0|Heller, James|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24204|PHED|093V|01|Lacrosse (Men)|0||0|Gress, Patrick|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24205|PHED|094V|01|Lacrosse (Women)|0||0|Borbee, Karen|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24206|PHED|095V|01|Softball|0||0|Clarke, Renee|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24207|PHED|096V|01|Tennis (Men)|0||0|Mullan, Michael|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24208|PHED|097V|01|Tennis (Women)|0||0|Loomis, Jeremy|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24209|PHED|098V|01|Outdoor Track &amp; Field (Men)|0||0|Carroll, Peter|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
24210|PHED|099V|01|Outdoor Track &amp; Field (Women)|0||0|Carroll, Peter|Phys Educ||||$|2 PE units. By permission only. Not in pre-enrollment.|
26069|PHIL|001A|01|Intro:Know ledge and Agency (W)1||HU, W|25|Baumann, Peter|Course|TR|9:55am - 11:10am|PAPAZ 324|$||
26070|PHIL|005|01|FYS: Human Nature (W)|1|HU, W|12|Lorraine, Tamsin|FY Seminar|MWF|10:30am - 11:20am|PAPAZ 325|$||
26071|PHIL|006|01|FYS:Life,Mind &amp; Conscious (W)|1|HU, W|12|Raff, Charles|FY Seminar|M|1:15pm - 3:55pm|SCI 158|$||
26072|PHIL|008B|01|FYS: Phil, Culture, &amp; Film (W)|1|HU, W|12|Eldridge, Richard|FY Seminar|W|1:15pm - 3:55pm|SCI 145|$||
26073|PHIL|012|01|Logic|1|HU|40|Eldridge, Richard|Course|TR|11:20am - 12:35pm|KOHL 115|$|Eligible for COGS program.|
24341|PHIL|013|01|Modern Philosophy|1|HU|25|Raff, Charles|Course|TR|1:15pm - 2:30pm|TROT 203|$||
25209|PHIL|020|01|Plato (W)|1|HU, W|20|Ledbetter, Grace|Course|TR|11:20am - 12:35pm|TROT 215|$|Cross-listed w ith CLST 020.|
26074|PHIL|031|01|Advanced Logic|1|HU|40|Baker, Alan|Course|TR|9:55am - 11:10am|LANGPA 301|$|Eligible for COGS program.|
25271|PHIL|040|01|Semantics|1|HU|30|Klecha, Peter|Course|TR|2:40pm - 3:55pm|SCI 128|$|Cross-listed w ith LING 040. Eligible for COGS program.|
26076|PHIL|042|01|Descartes in Contempory Phil|1|HU|25|Raff, Charles|Course|W|1:15pm - 3:55pm|TROT 301|$||
26075|PHIL|089|01|Philosophy &amp; Science Fiction|1|HU|25|Lorraine, Tamsin|Course|MWF|11:30am - 12:20pm|PAPAZ 324|$||
24643|PHIL|093|01|Dir Rdg:|0.5||5|STAFF|Directed Rdg||||$|Credit range .5 – 1. See Dept Admin Asst to register.|
25877|PHIL|096|01|Senior Course Thesis|1|HU|5|STAFF|Thesis||||$|See Dept Admin Asst to register.|
21315|PHIL|099|01|Senior Course Study|1|HU|6|STAFF|Seminar1||||$|See Dept Admin Asst to register.|
26077|PHIL|103|A|Selected Mdrn Philosophers (1)|1|HU|12|Raff, Charles|Seminar1|W|1:15pm - 6:00pm|TROT 301|$|Double-graded seminar. BOTH SECTIONS required.|
26078|PHIL|103|B|Selected Mdrn Philosophers (2)|1|HU|12|Raff, Charles|Seminar2|W|1:15pm - 6:00pm|TROT 301|$|Double-graded seminar. BOTH SECTIONS required.|
26079|PHIL|118|A|Philosophy of Mind (1)|1|HU|12|Baker, Alan|Seminar1|T|1:15pm - 6:00pm|PAPAZ 319|$|Double-graded seminar. BOTH SECTIONS required. Eligible for COGS program.|
26080|PHIL|118|B|Philosophy of Mind (2)|1|HU|12|Baker, Alan|Seminar2|T|1:15pm - 6:00pm|PAPAZ 319|$|Double-graded seminar. BOTH SECTIONS required.|
26081|PHIL|121|A|Social/Political Philosophy(1)|1|HU|12|Baumann, Peter|Seminar1|W|1:15pm - 6:00pm|PAPAZ 325|$|Double-graded seminar. BOTH SECTIONS required.|
26082|PHIL|121|B|Social/Political Philosophy(2)|1|HU|12|Baumann, Peter|Seminar2|W|1:15pm - 6:00pm|PAPAZ 325|$|Double-graded seminar. BOTH SECTIONS required.|
26287|PHIL|180|01|Senior Honors Thesis|1|HU|12|STAFF|Thesis||||$|See Dept Admin Asst to register.|
20103|PHIL|199|01|Senior Honors Study|1|HU|10|STAFF|Senior Honors||||$|See Dept Admin Asst to register.|
20080|PHYS|004|01|General Physics II|1|NS, NSEP|80|Light, Adam|Course|MWF|10:30am - 11:20am|SCI 128|$|Students must register for one lab section A-C below . Labs are limited to first come first served.|
20083|PHYS|004|A|General Physics II- Lab|0||14|STAFF|Lab|M|1:15pm - 4:15pm|SCI L45|$||
20085|PHYS|004|B|General Physics II- Lab|0||14|STAFF|Lab|T|1:15pm - 4:15pm|SCI L45|$||
24279|PHYS|004|C|General Physics II- Lab|0||14|STAFF|Lab|W|1:15pm - 4:15pm|SCI L45|$||
23724|PHYS|004L|01|GenPhysII:Biomed Appl-E&amp;M|1|NS, NSEP|80|Geller, Benjamin|Course|MWF|10:30am - 11:20am|SCI 199|$|Students must register for one lab section A-D below . Labs are limited to first come first served.|
23725|PHYS|004L|A|GenPhysII:Biomed Appl-E&amp;M- Lab|0||14|STAFF|Lab|M|1:15pm - 4:15pm|SCI L03|$||
23726|PHYS|004L|B|GenPhysII:Biomed Appl-E&amp;M- Lab|0||14|STAFF|Lab|T|1:15pm - 4:15pm|SCI L03|$||
23766|PHYS|004L|C|GenPhysII:Biomed Appl-E&amp;M- Lab|0||14|STAFF|Lab|W|1:15pm - 4:15pm|SCI L03|$||
25362|PHYS|004L|D|GenPhysII:Biomed Appl-E&amp;M- Lab|0||14|STAFF|Lab|R|1:15pm - 4:15pm|SCI L03|$||
24940|PHYS|008|01|Electricity Magnetism &amp; Waves|1|NS, NSEP|20|Smith, Tristan|Course|TR|9:55am - 11:10am|SCI 102|$|Students must register for one lab section A or B below .|
24941|PHYS|008|A|Elect Magne &amp; Waves- Lab|0||10|STAFF|Lab|W|1:15pm - 4:15pm|SCI L43|$||
24942|PHYS|008|B|Elect Magne &amp; Waves- Lab|0||10|STAFF|Lab|R|1:15pm - 4:15pm|SCI L43|$||
24600|PHYS|013|01|Thermodynamic/ Mech|0.5||30|Collings, Peter|Course|MWF|10:30am - 11:20am|SCI L32|$|1st half of semester. Register for one lab A-C below . Any combination of PHYS 13,15,or18 equals 1 NS/NSEP|
24601|PHYS|013|A|Thermodyn/Stat Mechanics- Lab|0||10|STAFF|Lab|T|1:15pm - 4:15pm|SCI 187|$|Lab meets every other w eek. 1st half of semester.|
24603|PHYS|013|B|Thermodyn/Stat Mechanics- Lab|0||10|STAFF|Lab|W|1:15pm - 4:15pm|SCI 187|$|Lab meets every other w eek. 1st half of semester.|
25363|PHYS|013|C|Thermodyn/Stat Mechanics- Lab|0||10|STAFF|Lab|R|1:15pm - 4:15pm|SCI 187|$|Lab meets every other w eek. 1st Half of semester.|
24604|PHYS|015|01|Optics|0.5||30|Collings, Peter|Course|MWF|10:30am - 11:20am|SCI L32|$|2nd half of semester. Register for 1 lab below . Any combination of PHYS 13,15,or18 equals 1 NS/NSEP|
24605|PHYS|015|A|Optics- Lab|0||10|STAFF|Lab|T|1:15pm - 4:15pm|SCI 187|$|Lab meets every other w eek. 2nd half of semester.|
25412|PHYS|015|B|Optics- Lab|0||10|STAFF|Lab|W|1:15pm - 4:15pm|SCI 187|$|Lab meets every other w eek. 2nd half of semester.|
24606|PHYS|015|C|Optics- Lab|0||10|STAFF|Lab|R|1:15pm - 4:15pm|SCI 187|$|Lab meets every other w eek. 2nd half of semester.|
24608|PHYS|017|01|Math Methods of Physics|0.5||28|Brow n, Michael|Course|MWF|10:30am - 11:20am|SCI 104|$|1st half of semester. Register for one lab A or B below .|
24609|PHYS|017|A|MathMethod of Physics- Lab|0||14|STAFF|Lab|M|1:15pm - 4:15pm|SCI L44|$|Lab meets every other w eek. 1st half of semester.|
25413|PHYS|017|B|MathMethod of Physics- Lab|0||14|STAFF|Lab|T|1:15pm - 4:15pm|SCI L44|$|Lab meets every other w eek. 1st half of semester.|
24611|PHYS|018|01|Quantum Mechanics|0.5||28|Brow n, Michael|Course|MWF|10:30am - 11:20am|SCI 104|$|2nd half of semester. Register for one lab A or B below . Any combination of PHYS 13,15,or18 equals 1 NS/NSEP|
24612|PHYS|018|A|Quantum Mechanics- Lab|0||14|STAFF|Lab|M|1:15pm - 4:15pm|SCI L44|$|Lab meets every other w eek. 2nd half of semester.|
25364|PHYS|018|B|Quantum Mechanics- Lab|0||14|STAFF|Lab|T|1:15pm - 4:15pm|SCI L44|$|Lab meets every other w eek. 2nd half of semester.|
21776|PHYS|081|01|Advanced Laboratory I|0.5||35|Crouch, Catherine|Lab|F|2:00pm - 5:00pm|SCI L33|$|Phys 081 + 082 = one W|
20112|PHYS|082|01|Advanced Laboratory II (W)|0.5|W|35|Crouch, Catherine|Lab|F|2:00pm - 5:00pm|SCI L42|$|Phys 081 + 082 = one W|["F ","2:00pm - 5:00pm ","SCI L48 "]
22469|PHYS|083|01|Advanced Laboratory III (W)|0.5|W|35|Crouch, Catherine|Lab|F|2:00pm - 5:00pm|SCI L43|$|PHYS 083 + ENGR 072 = one W|
20804|PHYS|093|A|Directed Reading|1|NS|10|STAFF|Directed Rdg||||$|See Dept Admin Asst to register.|
20122|PHYS|094|A|Research Project|1|NS|10|STAFF|Research Project||||$|See Dept Admin Asst to register.|
20127|PHYS|113|01|Quantum Theory|1|NS|12|Guess, Carol|Seminar1|T|1:15pm - 4:15pm|SCI 113|$||
26168|PHYS|113|02|Quantum Theory|1|NS|12|Guess, Carol|Seminar1|M|7:00pm - 10:00pm|SCI 113|$||
20128|PHYS|114|01|Statistical Physics|1|NS|12|Graves, Amy|Seminar1|R|1:15pm - 4:15pm|SCI 113|$||
26169|PHYS|114|02|Statistical Physics|1|NS|12|Graves, Amy|Seminar1|W|7:00pm - 10:00pm|SCI 113|$||
26170|PHYS|130|01|General Relativity|1|NS|12|Smith, Tristan|Seminar1|M|1:15pm - 4:15pm|SCI 113|$||
26011|POLS|001|01|Political Theory|1|SS|25|Melonas, Desiree|Course|TR|11:20am - 12:35pm|TROT 303|$||
26117|POLS|002|01|American Politics|1|SS|25|Javian, Katharine|Course|MWF|10:30am - 11:20am|TROT 303|$||
24524|POLS|003|01|Comparative Politics|1|SS|25|White, Tyrene|Course|TR|9:55am - 11:10am|TROT 303|$||
25879|POLS|003|02|Comparative Politics|1|SS|25|Balkan, Osman|Course|MWF|10:30am - 11:20am|TROT 301|$||
26118|POLS|004|01|International Politics|1|SS|25|Kaya, Ayse|Course|TR|11:20am - 12:35pm|TROT 301|$|Eligible for PEAC program.|
24060|POLS|010F|01|FYS: When Disaster Strikes|1|SS|12|White, Tyrene|FY Seminar|T|1:15pm - 4:00pm|TROT 309|$|Eligible for ENVS program.|
26284|POLS|010F|02|FYS: When Disaster Strikes|1|SS|12|White, Tyrene|FY Seminar|W|1:15pm - 4:00pm|TROT 315|$|Eligible for ENVS program.|
20113|POLS|012|01|Intro to Mdrn Political Thght|1|SS|25|Berger, Benjamin|Course|TR|9:55am - 11:10am|TROT 301|$|Eligible for INTP program. Course NOT open to Freshmen.|
26119|POLS|017|01|Black Political Thought|1|SS|25|Melonas, Desiree|Course|TR|1:15pm - 2:30pm|TROT 301|$||
26120|POLS|020|01|Public Opinion &amp; Amer Democra|1|SS|25|Javian, Katharine|Course|MWF|11:30am - 12:20pm|TROT 301|$||
26121|POLS|024|01|Amer Constitutional Law|1|SS|25|Nackenoff, Carol|Course|TR|1:15pm - 2:30pm|TROT 303|$||
26122|POLS|031|01|Borders &amp; Boundaries|1|SS|25|Balkan, Osman|Course|M|1:15pm - 4:00pm|TROT 301|$||
26123|POLS|036|01|Policy in Practice|1|SS|25|Dobbs, Erica|Course|M|1:15pm - 4:00pm|TROT 303|$||
26125|POLS|062|01|Politi/Practice of Humanitaria|1|SS|25|Paddon, Emily|Course|W|1:15pm - 4:00pm|TROT 303|$||
26126|POLS|063|01|Politics of Sub-Saharan Africa|1|SS|25|Paddon, Emily|Course|TR|2:40pm - 3:55pm|TROT 303|$||
26127|POLS|068S|01|Globz:Pols,Econ,Env,Hlth,Secur|1|SS|15|Kaya, Ayse|Course|W|1:15pm - 4:00pm|TROT 203|$|Prerequisite: POLS 004 and POLS 068F|
25706|POLS|070B|01|Politics of Punishment|1.5|SS|15|Reeves, Keith|Course|W|12:00pm - 4:30pm|OFFCAM|$|Eligible for BLST program. Non-Honors, Jrs &amp; Srs only. By Instructor permission, interview process.|
26129|POLS|087|01|Water Policies:China &amp; US|1|SS|35|Nackenoff, Carol  & Kong, Haili|Course|M|1:15pm - 4:00pm|KOHL 228|$|Cross-listed w ith CHIN 087. Eligible for ENVS or ASIA program.|
26285|POLS|087A|01|Water Policies:China &amp; US|0.5||35|Nackenoff, Carol  & Kong, Haili|Attachment||||$|Professor approval required. Eligible for ASIA or ENVS program.|
20130|POLS|090|01|Dir Rdg:|0.5||12|STAFF|Directed Rdg||||$|Credit range .5 – 1. See Dept Admin Asst to register.|
24301|POLS|092|01|Sr. Comprehensive Requirement|0.5||35|Tierney, Dominic|Course||||$||
24749|POLS|095|01|Thesis|1|SS|12|STAFF|Thesis||||$|See Dept Admin Asst to register.|
26131|POLS|105|A|Amer Constitutional Law (1)|1|SS|10|Nackenoff, Carol|Seminar1|W|1:15pm - 5:00pm|TROT 309|$|Double-graded seminar. BOTH SECTIONS required.|
26132|POLS|105|B|Amer Constitutional Law (2)|1|SS|10|Nackenoff, Carol|Seminar2|W|1:15pm - 5:00pm|TROT 309|$|Double-graded seminar. BOTH SECTIONS required.|
25710|POLS|106|A|Urb Underclass/Public Pol(1)|1|SS|10|Reeves, Keith|Seminar1|M|7:00pm - 11:00pm|TROT 315|$|Double-graded seminar. BOTH SECTIONS required. Eligible for BLST program.|
25711|POLS|106|B|Urb Underclass/Public Pol(2)|1|SS|10|Reeves, Keith|Seminar2|M|7:00pm - 11:00pm|TROT 315|$|Double-graded seminar. BOTH SECTIONS required.|
24685|POLS|180|01|Honors Thesis|1|SS|5|STAFF|Thesis||||$|See Dept Admin Asst to register. Eligible for BLST program.|
20074|PSYC|001|01|Introduction to Psychology|1|SS|200|Baird, Jodie|Course|TR|2:40pm - 3:55pm|SCI 101|$||
25652|PSYC|023|01|Adolescence|1|SS|25|Nelson, Joseph|Course|T|7:00pm - 10:00pm|SCI 183|$|Cross-listed w ith EDUC 023. Prerequisite: EDUC 014 or permission of the Instructor.|
22836|PSYC|025|01|Research Design &amp; Analysis (W)|1|SS, W|15|Christie, Stella|Course|TR|8:30am - 9:45am|PAPAZ 324|$||
23183|PSYC|025|02|Research Design &amp; Analysis (W)|1|SS, W|15|Blanchar, John|Course|TR|11:20am - 12:35pm|SCI 104|$||
26221|PSYC|025|03|Research Design &amp; Analysis (W)|1|SS, W|15|Blanchar, John|Course|TR|2:40pm - 3:55pm|SCI 104|$||
24367|PSYC|030|01|Behavioral Neuroscience|1|SS|50|Schneider, Allen|Course|TR|2:40pm - 3:55pm|SCI 199|$|Eligible for COGS program.|
25653|PSYC|032|01|Perception|1|NS, NSEP|25|Durgin, Frank|Course|TR|1:15pm - 2:30pm|PAPAZ 324|$|Eligible for COGS program.|["TR ","2:30pm - 3:55pm ","PAPAZ 324 "]
25654|PSYC|033|01|Cognitive Psychology|1|SS|50|Grodner, Daniel|Course|TR|11:20am - 12:35pm|SCI 105|$|Eligible for COGS program.|
20082|PSYC|035|01|Social Psychology|1|SS|50|Blanchar, John|Course|M|1:15pm - 4:00pm|SCI 104|$|Eligible for PEAC program.|
24012|PSYC|038|01|Clinical Psychology|1|SS|35|Siev, Jedidiah|Course|TR|1:15pm - 2:30pm|SCI 104|$||
20516|PSYC|090|01|Field Placement/Clinical Psyc|1|SS|8|Krause, Elizabeth|Independent|W|1:15pm - 4:00pm|PAPAZ 324|$|See Dept Admin Asst to register. Eligible for CBL.|
24409|PSYC|094|A|Independent Research|0.5||12|STAFF|Independent||||$|credit range .5 - 1. See Dept Admin Asst to register.|
20081|PSYC|097|A|Senior Thesis (W)|1|SS, W|10|STAFF|Thesis||||$|See Dept Admin Asst to register.|
24687|PSYC|098|A|Senior Research Project|1|SS|5|STAFF|Research Project||||$|See Dept Admin Asst to register.|
25945|PSYC|099|01|Neuroscience Thesis|1|SS|5|STAFF|Thesis||||$|See Dept Admin Asst to register.|
26222|PSYC|103|01|Rsch Pract: Behav Neuropharmoc1||SS|12|Schneider, Allen|Course|F|1:15pm - 2:10pm|PAPAZ 319|$||
25660|PSYC|109|01|Rsch Practicum: Well-being|1|SS|10|Gillham, Jane|Research Project|MW|9:00am - 10:20am|PAPAZ 325|$||
26224|PSYC|110|01|ResPract:Cog Neuroscience|1|SS|8|Payne, Lisa|Research Project|F|2:15pm - 5:00pm|PAPAZ 319|$||
26223|PSYC|130|01|Sem:Behavioral Neuroscience|1|SS|12|Schneider, Allen|Seminar1|M|1:15pm - 4:00pm|PAPAZ 325|$||
26225|PSYC|131|01|Seminar:Cog Neuroscience|1|SS|12|Payne, Lisa|Seminar1|W|1:15pm - 4:00pm|PAPAZ 319|$||
25661|PSYC|134|01|Sem: Psycholinguistics|1|SS|12|Grodner, Daniel|Seminar1|W|7:00pm - 10:00pm|PAPAZ 325|$|Cross-listed w ith LING134. Eligible for COGS program.|
26226|PSYC|138B|01|Clinical: Anxiety Disorders|1|SS|12|Siev, Jedidiah|Seminar1|W|1:15pm - 4:00pm|SCI 104|$||
26227|PSYC|139|01|Sem:Developmental Psychology|1|SS|12|Christie, Stella|Seminar1|R|7:00pm - 10:00pm|PAPAZ 325|$|Eligible for COGS program.|
20189|PSYC|180|A|Senior Honors Thesis (W)|1|SS, W|10|STAFF|Thesis||||$|See Dept Admin Asst to register.|
26264|RELG|005|01|World Religions|1|HU|35|Joseph, Alison|Course|TR|9:55am - 11:10am|MCCABE 306|$|Eligible for PEAC program.|
25294|RELG|008|01|Patterns of Asian Religions(W)|1|HU, W|35|Hopkins, Steven|Course|MWF|10:30am - 11:20am|KOHL 115|$|Eligible for ASIA program.|
26261|RELG|011|01|FYS:Rel &amp; the Meaning of Life|1|HU|12|Ross, Ellen|FY Seminar|TR|1:15pm - 2:30pm|KOHL 334|$||
26262|RELG|027|01|Radical Jesus|1|HU|35|Wallace, Mark|Course|TR|2:40pm - 3:55pm|KOHL 115|$||
26263|RELG|029|01|Is God a White Supremacist?|1|HU|35|al-Jamil, Tariq|Course|TR|11:20am - 12:35pm|KOHL 116|$|Eligible for ISLM program.|
26267|RELG|029B|01|Atheism in Theory &amp; Practice|1|HU|35|Ratzman, Elliot|Course|MWF|10:30am - 11:20am|SCI 102|$||
26266|RELG|035|01|Relg &amp; Medical Ethics|1|HU|35|Joseph, Alison|Course|TR|2:40pm - 3:55pm|SCI L26|$||
23599|RELG|038|01|Religion and Film|1|HU|15|Ratzman, Elliot|Course|M|1:15pm - 4:00pm|MCCABE VID|$||
26268|RELG|039|01|Good and Evil|1|HU|35|Ratzman, Elliot|Course|MWF|9:30am - 10:20am|KOHL 115|$|Eligible for PEAC program.|
25017|RELG|043|01|Quest God:Latn Amer Rel Arena|1|HU|20|Machuca-Galvez, Milton|Course|M|1:15pm - 4:00pm|TROT 215|$|Cross-listed w ith LALS 025. Eligible for LALS program.|
26265|RELG|046|01|The Bible in Popular Culture|1|HU|35|Joseph, Alison|Course|TR|11:20am - 12:35pm|MCCABE 306|$||
23929|RELG|057|01|Hebrew for Text Study I|1|HU|35|Plotkin, Helen|Course|MWF|11:30am - 12:20pm|LODGES 5|$|Cross-listed w ith LING 007.|
25601|RELG|092|01|Rdgs in Classical Jew ish Texts|0.5||12|Plotkin, Helen|Directed Rdg||||$||
20292|RELG|093|01|DirRdg:|0.5||5|STAFF|Directed Rdg||||$|Credit range .5-1 credit. See Dept Admin Asst to register.|
26273|RELG|096|01|Thesis (W)|1|HU, W|5|STAFF|Thesis||||$|See Dept Admin Asst to register.|
26269|RELG|112|A|Postmod Religious Thought (1)|1|HU|12|Wallace, Mark|Seminar1|W|1:15pm - 4:00pm|PEARS 210|$|Double-graded seminar. BOTH SECTIONS required. Eligible for INTP program.|
26270|RELG|112|B|Postmod Religious Thought (2)|1|HU|12|Wallace, Mark|Seminar2|W|1:15pm - 4:00pm|PEARS 210|$|Double-graded seminar. BOTH SECTIONS required.|
26271|RELG|127|A|Secrecy and Heresy (1)|1|HU|12|al-Jamil, Tariq|Seminar1|T|1:15pm - 4:00pm|PEARS 210|$|Double-graded seminar. BOTH SECTIONS required. Eligible for ISLM or MDST program.|
26272|RELG|127|B|Secrecy and Heresy (2)|1|HU|12|al-Jamil, Tariq|Seminar2|T|1:15pm - 4:00pm|PEARS 210|$||
26274|RELG|180S|01|Senior Honors Thesis (W)|1|W|5|STAFF|Thesis||||$|See Dept Admin Asst to register.|
25993|RELG|199|01|Senior Honors Study|0.5|HU|5|STAFF|Senior Honors||||$|See Dept Admin Asst to register.|
23636|RUSS|002|01|Intensive Russian|1.5|HU|20|Johnson, Brian|Language|TR|9:55am - 11:10am|KOHL 318|$|Accelerated w /extra credit. Students must register for drill section A below .|
23638|RUSS|002|A|Intensive Russian-Drill|0||15|Yordanova, Tsvetelina|Drill|MWF|9:30am - 10:20am|KOHL 318|$||
23641|RUSS|004|01|Intermed Intensive Russian|1.5|HU|20|Forrester, Sibelan|Language|TR|11:20am - 12:35pm|KOHL 332|$|Accelerated w /extra credit. Students must register for drill section A below .|
23646|RUSS|004|A|Adv Intensive Russian-Drill|0||15|Yordanova, Tsvetelina|Drill|MWF|11:30am - 12:20pm|KOHL 318|$||
20056|RUSS|006A|01|Russian Conversation|0.5||15|Yordanova, Tsvetelina|Language|M|1:15pm - 2:30pm|KOHL 334|$|Meets once a w eek. Pre/Co-req: RUSS 004 or permission of instructor.|
26246|RUSS|012|01|Russian Culture Through Film|1|HU|35|Yordanova, Tsvetelina|Course|MWF|10:30am - 11:20am|KOHL 318|$||
26244|RUSS|026|01|Russian &amp; EE Science Fiction|1|HU|25|Forrester, Sibelan|Course|TR|2:40pm - 3:55pm|KOHL 330|$|Cross-listed w ith LITR 026R.|
26247|RUSS|102|A|Russian Short Story (1)|1|HU|12|Johnson, Brian|Seminar1|W|1:15pm - 4:00pm|KOHL 328|$|Double-graded seminar. BOTH SECTIONS required.|
26248|RUSS|102|B|Russian Short Story (2)|1|HU|12|Johnson, Brian|Seminar2|W|1:15pm - 4:00pm|KOHL 328|$|Double-graded seminar. BOTH SECTIONS required.|
25360|SOAN|020M|01|Race,Gender,Class &amp; Environmen1||SS|12|DiChiro, Giovanna|Course|R|1:15pm - 4:00pm|KOHL 230|$|Cross-listed w ith ENGL 089. Eligible for ENVS or GSST program.|
24286|SOAN|095|A|Independent Study|0.5||10|STAFF|Independent||||$|Credit range .5 – 1. See Dept Admin Asst to register.|
20305|SOAN|097|A|Thesis (W)|1|SS, W|8|STAFF|Thesis||||$|See Dept Admin Asst to register.|
23299|SOAN|180S|A|Senior Honors Thesis (W)|1|SS, W|10|STAFF|||||$|See Dept Admin Asst to register.|
26041|SOCI|010B|01|FYS: Everyday Life|1|SS|12|Charlton, Joy|FY Seminar|W|1:15pm - 4:00pm|KOHL 202|$||
26043|SOCI|010J|01|War Sport &amp; Masculine Identity|1|SS|35|Mullan, Michael|Course|W|1:15pm - 4:00pm|SCI 105|$|Eligible for GSST or PEAC program.|
25238|SOCI|024C|01|LatnAmer Soc Through its Novel|1|SS|35|Munoz, Braulio|Course|R|1:15pm - 4:00pm|KOHL 236|$|Eligible for LALS program.|
